project_id,project_description,managing_agency_id,managing_agency,ten_year_plan_category,community_boards_served,borough,budget_lines,original_budget,city_prior_actuals,city2021,city2022,city2023,city2024,city2025,city_r_t_c,city_total,non_city_prior_actuals,non_city2021,non_city2022,non_city2023,non_city2024,non_city2025,non_city_r_t_c,non_city_total,combined_prior_actuals,combined2021,combined2022,combined2023,combined2024,combined2025,combined_r_t_c,combined_total,explanation_for_delay,project_location,scope_summary,source_pdf
LBM19BPLB,Brower Park Library Fit Out,038,BROOKLYN PUBLIC LIBRARY,ESSENTIAL RECONSTRUCTION OF FACILITIES,308,BROOKLYN,LB-0107 LB-D107 LB-K107,3300,0,5200,0,0,0,0,0,5200,0,5200,0,0,0,0,0,5200,0,10400,0,0,0,0,0,10400,,,BROWER PARK LIBRARY FIT OUT,cpd11-20bk.pdf
LBM19CAOH,CANARSIE BRANCH OVERHAUL,038,BROOKLYN PUBLIC LIBRARY,ESSENTIAL RECONSTRUCTION OF FACILITIES,318,BROOKLYN,LB-0104,20000,0,0,0,5000,0,15000,0,20000,0,0,0,5000,0,15000,0,20000,0,0,0,10000,0,30000,0,40000,,,CANARSIE BRANCH OVERHAUL,cpd11-20bk.pdf
LBP18BHBR,BROOKLYN HEIGHTS BRANCH FIT OUT,038,BROOKLYN PUBLIC LIBRARY,ESSENTIAL RECONSTRUCTION OF FACILITIES,302,BROOKLYN,LB-0101 LB-0108 LB-0104,11000,0,16350,0,0,0,0,0,16350,0,16350,0,0,0,0,0,16350,0,32700,0,0,0,0,0,32700,,,BROOKLYN HEIGHTS BRANCH FIT OUT,cpd11-20bk.pdf
LBP18LDIN,LEONARD INFRASTRUCTURE UPGRADE,038,BROOKLYN PUBLIC LIBRARY,ESSENTIAL RECONSTRUCTION OF FACILITIES,301,BROOKLYN,LB-0101,3000,0,0,0,0,0,3000,0,3000,0,0,0,0,0,3000,0,3000,0,0,0,0,0,6000,0,6000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,LEONARD INFRASTRUCTURE UPGRADE,cpd11-20bk.pdf
LBP18PCAD,PACIFIC ADA COMPLIANCE,038,BROOKLYN PUBLIC LIBRARY,ESSENTIAL RECONSTRUCTION OF FACILITIES,306,BROOKLYN,LB-0101 LB-D104,3500,0,0,0,0,3725,0,0,3725,0,0,0,0,3725,0,0,3725,0,0,0,0,7450,0,0,7450,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,PACIFIC ADA COMPLIANCE,cpd11-20bk.pdf
BY001-021,Quad Rehab Project,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,500,0,500,0,0,0,0,0,500,0,500,0,0,0,0,0,500,0,1000,0,0,0,0,0,1000,,,QUAD REHAB PROJECT,cpd11-20bk.pdf
BY003-021,Ingersoll Lecture Hall Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2000,0,821,1179,0,0,0,0,2000,0,821,1179,0,0,0,0,2000,0,1642,2358,0,0,0,0,4000,,,BROOKLYN COLLEGE,cpd11-20bk.pdf
BY024-012,Haitian Studies Institute Initial Outfitting,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,200,0,0,200,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,TECHNOLOGY AND CAPITAL IMPROVEMENT,cpd11-20bk.pdf
BY025-012,Haitian Studies Institute Initial Outfitting,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,200,0,0,200,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,TECHNOLOGY AND CAPITAL IMPROVEMENT,cpd11-20bk.pdf
BY026-013,Renovation of Ingersoll Extension,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,314,BROOKLYN,HN-D300,1000,5797,0,0,0,459,0,0,6256,5797,0,0,0,459,0,0,6256,11594,0,0,0,918,0,0,12512,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,RENOVATION OF INGERSOLL EXTENSION,cpd11-20bk.pdf
BY031-017,Electrical Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-K300,500,0,0,0,0,500,0,0,500,0,0,0,0,500,0,0,500,0,0,0,0,1000,0,0,1000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ELECTRICAL UPGRADES,cpd11-20bk.pdf
BY032-018,ADA Upgrades for the Brooklyn College Student Center,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2500,0,0,0,0,2500,0,0,2500,0,0,0,0,2500,0,0,2500,0,0,0,0,5000,0,0,5000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ADA UPGRADES FOR THE BROOKLYN COLLEGE STUDENT CENTER,cpd11-20bk.pdf
BY033-019,Ingersoll Lecture Halls,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2000,0,0,2000,0,0,0,0,2000,0,0,2000,0,0,0,0,2000,0,0,4000,0,0,0,0,4000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,INGERSALL LECTURE HALLS,cpd11-20bk.pdf
BY034-019,Restoration of Main Quad,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,724,0,0,0,0,724,0,0,724,0,0,0,0,724,0,0,724,0,0,0,0,1448,0,0,1448,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,RESTORATION OF MAIN QUAD,cpd11-20bk.pdf
BY036-020,Main Quad Restoration,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-K300 HN-D300,2500,0,0,0,0,2500,0,0,2500,0,0,0,0,2500,0,0,2500,0,0,0,0,5000,0,0,5000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,MAIN QUAD RESTORATION,cpd11-20bk.pdf
BY037-020,Ingersoll Lecture Halls Upgrade,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2000,0,0,2000,0,0,0,0,2000,0,0,2000,0,0,0,0,2000,0,0,4000,0,0,0,0,4000,,,INGERSOLL LECTURE HALLS UPGRADE,cpd11-20bk.pdf
CA034KG13,Gas Booster Pump Upgrade,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D005,127,28,0,0,99,0,0,0,127,28,0,0,99,0,0,0,127,56,0,0,198,0,0,0,254,,,GAS BOOSTER PUMP UPGRADE,cpd11-20bk.pdf
CA234KG13,Library Roof Replacement,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206,550,675,13132,379,0,0,0,0,14186,675,13132,379,0,0,0,0,14186,1350,26264,758,0,0,0,0,28372,,,LIBRARY ROOF REPLACEMENT,cpd11-20bk.pdf
KG001-021,LIbrary Building,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D004,2000,0,2000,0,0,0,0,0,2000,0,2000,0,0,0,0,0,2000,0,4000,0,0,0,0,0,4000,,,KINGSBOROUGH COMMUNITY COLLEGE,cpd11-20bk.pdf
KG028-011,Performing Arts Center Renovations,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206 HN-D002 HN-K250,3000,644,0,0,1000,3000,2463,0,7107,644,0,0,1000,3000,2463,0,7107,1288,0,0,2000,6000,4926,0,14214,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,PERFORMING ARTS CENTER RENOVATIONS,cpd11-20bk.pdf
KG030-012,Critical Maintenance A/P/U Buildings,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D002 HN-D004,3000,3811,0,1100,0,0,0,0,4911,3811,0,1100,0,0,0,0,4911,7622,0,2200,0,0,0,0,9822,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,CRITICAL MAINTENANCE A/P/U BUILDINGS,cpd11-20bk.pdf
KG031-013,Renovation of Pool Facilities,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206 HN-K250 HN-D002,1000,405,0,500,0,1595,0,0,2500,405,0,500,0,1595,0,0,2500,810,0,1000,0,3190,0,0,5000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,RENOVATION OF POOL FACILITIES,cpd11-20bk.pdf
KG033-017,Roof Replacements,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D002,1000,0,0,1000,0,0,0,0,1000,0,0,1000,0,0,0,0,1000,0,0,2000,0,0,0,0,2000,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,ROOF REPLACEMENTS,cpd11-20bk.pdf
KG043-018,Campus Roadway Improvements,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D004,750,0,0,0,0,750,0,0,750,0,0,0,0,750,0,0,750,0,0,0,0,1500,0,0,1500,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,CAMPUS ROADWAYS UPGRADES,cpd11-20bk.pdf
KG044-020,Marina Rehabilitation,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D002,2000,0,0,0,2000,0,0,0,2000,0,0,0,2000,0,0,0,2000,0,0,0,4000,0,0,0,4000,,,MARINA REHABILITATION,cpd11-20bk.pdf
KG045-020,Performing Arts Center Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D002,2000,0,0,0,0,2000,0,0,2000,0,0,0,0,2000,0,0,2000,0,0,0,0,4000,0,0,4000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,PERFORMING ARTS CENTER UPGRADES,cpd11-20bk.pdf
KG201-006,Additional Roof Replacement,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206,1500,2132,0,203,0,0,0,0,2335,2132,0,203,0,0,0,0,2335,4264,0,406,0,0,0,0,4670,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,CONTINUATION OF ROOF REPLACEMENT AT VARIOUS BUILDINGS.,cpd11-20bk.pdf
KG203-006,Gymnasium,042,CITY UNIVERSITY,"ATHLETIC FIELDS, GYMNASIUMS AND EQUIPMENT",300,BROOKLYN,HN-0206,3030,225,0,302,0,0,0,0,527,225,0,302,0,0,0,0,527,450,0,604,0,0,0,0,1054,PROJECT DELAYED DUE TO BUDGETARY CONSTRAINTS,,THIS PROJECT WILL BRING CHILLED WATER EXTENSION PIPING FROM EXISTING UNDERGROUND,cpd11-20bk.pdf
ME001-021,Athletic Center,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,3000,0,3000,0,0,0,0,0,3000,0,3000,0,0,0,0,0,3000,0,6000,0,0,0,0,0,6000,,,MEDGAR EVERS,cpd11-20bk.pdf
ME018-005,LIBRARY EXPANSION,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206,5230,9651,0,0,75,0,0,0,9726,9651,0,0,75,0,0,0,9726,19302,0,0,150,0,0,0,19452,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,NEW,cpd11-20bk.pdf
ME027-011,Carroll Street Building Upgrade,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-0206,1000,5000,0,0,219,0,0,0,5219,5000,0,0,219,0,0,0,5219,10000,0,0,438,0,0,0,10438,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ADDITIONAL FUNDING FOR UPGRADE OF BUILDING,cpd11-20bk.pdf
ME031-013,Virtual Desktop Infrastructure,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1400,1353,0,47,0,0,0,0,1400,1353,0,47,0,0,0,0,1400,2706,0,94,0,0,0,0,2800,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,VIRTUAL DESKTOP INFRASTRUCTURE #3,cpd11-20bk.pdf
ME037-016,College Prep School Classroom Improvements,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,65,0,0,0,65,0,0,0,65,0,0,0,65,0,0,0,65,0,0,0,130,0,0,0,130,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,COLLEGE PREP SCHOOL CLASSROOM IMPROVEMENTS,cpd11-20bk.pdf
ME038-016,Child Development Center Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1500,0,0,0,0,1500,0,0,1500,0,0,0,0,1500,0,0,1500,0,0,0,0,3000,0,0,3000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,CHILD DEVELOPMENT CENTER UPGRADES,cpd11-20bk.pdf
ME039-017,Student Lounge Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1500,0,0,1500,0,0,0,0,1500,0,0,1500,0,0,0,0,1500,0,0,3000,0,0,0,0,3000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,STUDENT LOUNGE UPGRADES,cpd11-20bk.pdf
ME040-018,Differently-Abled Lab,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,,BROOKLYN,HN-K300 HN-D300,1000,0,0,1550,0,0,0,0,1550,0,0,1550,0,0,0,0,1550,0,0,3100,0,0,0,0,3100,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,DIFERENTLY-ABLED LAB,cpd11-20bk.pdf
ME041-018,Art and Historic Space Renovation,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1500,0,0,0,1500,0,0,0,1500,0,0,0,1500,0,0,0,1500,0,0,0,3000,0,0,0,3000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ART AND HISTORIC SPACE RENOVATION,cpd11-20bk.pdf
ME042-019,Founder's Auditorium Renovation & Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2250,0,0,0,2250,0,0,0,2250,0,0,0,2250,0,0,0,2250,0,0,0,4500,0,0,0,4500,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,FOUNDER'S AUDITORIUM RENOVATION & UPGRADES,cpd11-20bk.pdf
ME043-020,Open Computer and Lab Digital Interactive Learning Spaces,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-K300,1000,0,0,1000,0,0,0,0,1000,0,0,1000,0,0,0,0,1000,0,0,2000,0,0,0,0,2000,,,OPEN COMPUTER AND LAB DIGITAL INTERACTIVE LEARNING SPACES,cpd11-20bk.pdf
ME044-020,Athletic Center,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300 HN-K300,2000,0,5000,0,0,0,0,0,5000,0,5000,0,0,0,0,0,5000,0,10000,0,0,0,0,0,10000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ATHLETIC CENTER,cpd11-20bk.pdf
NY008-010,Student Lounge/Eating/Study Space Build-out,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,302,BROOKLYN,HN-K300,734,0,0,0,0,0,734,0,734,0,0,0,0,0,734,0,734,0,0,0,0,0,1468,0,1468,PROJECT DELAYED PENDING RESOLUTION OF LEGAL ISSUES,,STUDENT LOUNGE/EATING/STUDY SPACE BUILD-OUT,cpd11-20bk.pdf
NY010-011,Library And Student Facilities Upgrade,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,302,BROOKLYN,HN-K300,750,0,750,0,0,0,0,0,750,0,750,0,0,0,0,0,750,0,1500,0,0,0,0,0,1500,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,LIBRARY AND STUDENT FACILITIES UPGRADE,cpd11-20bk.pdf
NY012-011,Initial Outfitting of the Biological Science Labs,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,217,109,0,0,0,91,0,0,200,109,0,0,0,91,0,0,200,218,0,0,0,182,0,0,400,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,INITIAL OUTFITTING OF THE BIOLOGICAL SCIENCE LABS,cpd11-20bk.pdf
NY013-012,Network Upgrades,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1500,1472,0,247,28,0,0,0,1747,1472,0,247,28,0,0,0,1747,2944,0,494,56,0,0,0,3494,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,NETWORK UPGRADES,cpd11-20bk.pdf
NY014-013,Upgrade of Hospitality and Culinary Arts Facilities,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,302,BROOKLYN,HN-K300,750,0,0,750,0,0,0,0,750,0,0,750,0,0,0,0,750,0,0,1500,0,0,0,0,1500,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,UPGRADE OF HOSPITALITY AND CULINARY ARTS FACILITIES,cpd11-20bk.pdf
NY018-014,Dental Hygiene Facilities Upgrade,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,400,0,0,400,0,0,0,0,400,0,0,400,0,0,0,0,400,0,0,800,0,0,0,0,800,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,DENTAL HYGIENE FACILITIES UPGRADE,cpd11-20bk.pdf
NY019-015,Fabrication Laboratory,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-K300,400,0,0,0,0,0,400,0,400,0,0,0,0,0,400,0,400,0,0,0,0,0,800,0,800,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,FABRICATION LABORATORY,cpd11-20bk.pdf
NY020-015,Academic Learning Center Renovations,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,400,0,0,0,0,400,0,0,400,0,0,0,0,400,0,0,400,0,0,0,0,800,0,0,800,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ACADEMIC LEARNING CENTER RENOVATIONS,cpd11-20bk.pdf
NY021-016,Academic Learning Center Renovations and Equipment,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,1290,0,0,0,0,1290,0,0,1290,0,0,0,0,1290,0,0,1290,0,0,0,0,2580,0,0,2580,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,ACADEMIC LEARNING CENTER RENOVATIONS & EQUIPMENT,cpd11-20bk.pdf
NY023-017,Science Lab Renovations,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,2500,0,0,2500,0,0,0,0,2500,0,0,2500,0,0,0,0,2500,0,0,5000,0,0,0,0,5000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,SCIENCE LAB RENOVATIONS,cpd11-20bk.pdf
NY024-018,Exterior Space Improvements,042,CITY UNIVERSITY,MISCELLANEOUS RECONSTRUCTION,300,BROOKLYN,HN-D300,500,0,0,500,0,0,0,0,500,0,0,500,0,0,0,0,500,0,0,1000,0,0,0,0,1000,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,,UPGRADE EXTERIOR SPACES AT NEW YORK CITY TECH,cpd11-20bk.pdf
